School.List,State,Year,ST.Total.Men,ST.Total.Women,ST.Total.AGI,ST.Total,percent_men,percent_women,percent_agi,men_change,women_change,agi_change
"MAINE, UNIVERSITY OF",MAINE,2017,39,44,0,83,46.98795181,53.01204819,0,NA,NA,NA
"MAINE, UNIVERSITY OF",MAINE,2018,39,41,0,80,48.75,51.25,0,1.762048193,-1.762048193,0
"MAINE, UNIVERSITY OF",MAINE,2019,48,42,0,90,53.33333333,46.66666667,0,4.583333333,-4.583333333,0
"MAINE, UNIVERSITY OF",MAINE,2020,42,43,0,85,49.41176471,50.58823529,0,-3.921568627,3.921568627,0
"MAINE, UNIVERSITY OF",MAINE,2021,31,52,0,83,37.34939759,62.65060241,0,-12.06236712,12.06236712,0
"MAINE, UNIVERSITY OF",MAINE,2022,33,47,0,82,40.24390244,57.31707317,0,2.894504849,-5.333529239,0
"MAINE, UNIVERSITY OF",MAINE,2023,37,47,1,85,43.52941176,55.29411765,1.176470588,3.285509326,-2.022955524,1.176470588
MARQUETTE UNIVERSITY,WISCONSIN,2017,100,97,0,197,50.76142132,49.23857868,0,NA,NA,NA
MARQUETTE UNIVERSITY,WISCONSIN,2018,91,99,0,190,47.89473684,52.10526316,0,-2.866684478,2.866684478,0
MARQUETTE UNIVERSITY,WISCONSIN,2019,108,92,0,200,54,46,0,6.105263158,-6.105263158,0
MARQUETTE UNIVERSITY,WISCONSIN,2020,95,95,0,190,50,50,0,-4,4,0
MARQUETTE UNIVERSITY,WISCONSIN,2021,98,107,0,205,47.80487805,52.19512195,0,-2.195121951,2.195121951,0
MARQUETTE UNIVERSITY,WISCONSIN,2022,91,92,0,183,49.72677596,50.27322404,0,1.921897908,-1.921897908,0
MARQUETTE UNIVERSITY,WISCONSIN,2023,97,98,0,195,49.74358974,50.25641026,0,0.016813787,-0.016813787,0
"MARYLAND, UNIVERSITY OF",MARYLAND,2017,98,106,0,204,48.03921569,51.96078431,0,NA,NA,NA
"MARYLAND, UNIVERSITY OF",MARYLAND,2018,88,124,3,215,40.93023256,57.6744186,1.395348837,-7.108983128,5.713634291,1.395348837
"MARYLAND, UNIVERSITY OF",MARYLAND,2019,66,139,5,210,31.42857143,66.19047619,2.380952381,-9.50166113,8.516057586,0.985603544
"MARYLAND, UNIVERSITY OF",MARYLAND,2020,76,127,1,204,37.25490196,62.25490196,0.490196078,5.826330532,-3.93557423,-1.890756303
"MARYLAND, UNIVERSITY OF",MARYLAND,2021,91,178,1,270,33.7037037,65.92592593,0.37037037,-3.551198257,3.671023965,-0.119825708
"MARYLAND, UNIVERSITY OF",MARYLAND,2022,89,111,2,202,44.05940594,54.95049505,0.99009901,10.35570224,-10.97543088,0.61972864
"MARYLAND, UNIVERSITY OF",MARYLAND,2023,88,123,2,215,40.93023256,57.20930233,0.930232558,-3.129173382,2.258807276,-0.059866452
MCGEORGE SCHOOL OF LAW,CALIFORNIA,2017,72,92,0,164,43.90243902,56.09756098,0,NA,NA,NA
MCGEORGE SCHOOL OF LAW,CALIFORNIA,2018,80,104,0,184,43.47826087,56.52173913,0,-0.424178155,0.424178155,0
MCGEORGE SCHOOL OF LAW,CALIFORNIA,2019,79,86,2,167,47.30538922,51.49700599,1.19760479,3.827128352,-5.024733142,1.19760479
MCGEORGE SCHOOL OF LAW,CALIFORNIA,2020,68,98,1,167,40.71856287,58.68263473,0.598802395,-6.586826347,7.185628743,-0.598802395
MCGEORGE SCHOOL OF LAW,CALIFORNIA,2021,71,90,2,163,43.55828221,55.21472393,1.226993865,2.839719334,-3.467910804,0.62819147
MCGEORGE SCHOOL OF LAW,CALIFORNIA,2022,69,92,7,168,41.07142857,54.76190476,4.166666667,-2.486853637,-0.452819164,2.939672802
MCGEORGE SCHOOL OF LAW,CALIFORNIA,2023,73,112,0,194,37.62886598,57.73195876,0,-3.442562592,2.970054001,-4.166666667
"MEMPHIS, UNIVERSITY OF",TENNESSEE,2017,64,49,0,113,56.63716814,43.36283186,0,NA,NA,NA
"MEMPHIS, UNIVERSITY OF",TENNESSEE,2018,59,80,0,139,42.44604317,57.55395683,0,-14.19112498,14.19112498,0
"MEMPHIS, UNIVERSITY OF",TENNESSEE,2019,66,66,0,132,50,50,0,7.553956835,-7.553956835,0
"MEMPHIS, UNIVERSITY OF",TENNESSEE,2020,54,60,1,115,46.95652174,52.17391304,0.869565217,-3.043478261,2.173913043,0.869565217
"MEMPHIS, UNIVERSITY OF",TENNESSEE,2021,63,54,0,117,53.84615385,46.15384615,0,6.889632107,-6.02006689,-0.869565217
"MEMPHIS, UNIVERSITY OF",TENNESSEE,2022,45,55,0,100,45,55,0,-8.846153846,8.846153846,0
"MEMPHIS, UNIVERSITY OF",TENNESSEE,2023,35,40,0,75,46.66666667,53.33333333,0,1.666666667,-1.666666667,0
MERCER UNIVERSITY,GEORGIA,2017,51,61,0,112,45.53571429,54.46428571,0,NA,NA,NA
MERCER UNIVERSITY,GEORGIA,2018,56,80,0,136,41.17647059,58.82352941,0,-4.359243697,4.359243697,0
MERCER UNIVERSITY,GEORGIA,2019,72,58,0,130,55.38461538,44.61538462,0,14.2081448,-14.2081448,0
MERCER UNIVERSITY,GEORGIA,2020,63,74,0,137,45.98540146,54.01459854,0,-9.399213925,9.399213925,0
MERCER UNIVERSITY,GEORGIA,2021,52,61,0,113,46.01769912,53.98230088,0,0.032297655,-0.032297655,0
MERCER UNIVERSITY,GEORGIA,2022,57,92,0,149,38.25503356,61.74496644,0,-7.762665558,7.762665558,0
MERCER UNIVERSITY,GEORGIA,2023,70,80,0,150,46.66666667,53.33333333,0,8.41163311,-8.41163311,0
"MIAMI, UNIVERSITY OF",FLORIDA,2017,180,163,0,343,52.47813411,47.52186589,0,NA,NA,NA
"MIAMI, UNIVERSITY OF",FLORIDA,2018,153,155,0,308,49.67532468,50.32467532,0,-2.802809435,2.802809435,0
"MIAMI, UNIVERSITY OF",FLORIDA,2019,181,139,0,320,56.5625,43.4375,0,6.887175325,-6.887175325,0
"MIAMI, UNIVERSITY OF",FLORIDA,2020,152,184,0,336,45.23809524,54.76190476,0,-11.32440476,11.32440476,0
"MIAMI, UNIVERSITY OF",FLORIDA,2021,153,209,0,362,42.26519337,57.73480663,0,-2.972901868,2.972901868,0
"MIAMI, UNIVERSITY OF",FLORIDA,2022,141,200,0,342,41.22807018,58.47953216,0,-1.037123195,0.744725534,0
"MIAMI, UNIVERSITY OF",FLORIDA,2023,146,193,0,339,43.06784661,56.93215339,0,1.839776432,-1.547378771,0
MICHIGAN STATE UNIVERSITY,MICHIGAN,2017,120,131,0,251,47.80876494,52.19123506,0,NA,NA,NA
MICHIGAN STATE UNIVERSITY,MICHIGAN,2018,97,96,0,193,50.25906736,49.74093264,0,2.450302417,-2.450302417,0
MICHIGAN STATE UNIVERSITY,MICHIGAN,2019,103,124,0,227,45.37444934,54.62555066,0,-4.884618018,4.884618018,0
MICHIGAN STATE UNIVERSITY,MICHIGAN,2020,99,82,0,181,54.6961326,45.3038674,0,9.321683257,-9.321683257,0
MICHIGAN STATE UNIVERSITY,MICHIGAN,2021,113,102,0,215,52.55813953,47.44186047,0,-2.137993062,2.137993062,0
MICHIGAN STATE UNIVERSITY,MICHIGAN,2022,96,106,1,203,47.29064039,52.21674877,0.492610837,-5.267499141,4.774888303,0.492610837
MICHIGAN STATE UNIVERSITY,MICHIGAN,2023,91,100,2,193,47.15025907,51.8134715,1.03626943,-0.140381327,-0.403277266,0.543658593
"MICHIGAN, UNIVERSITY OF",MICHIGAN,2017,162,138,0,300,54,46,0,NA,NA,NA
"MICHIGAN, UNIVERSITY OF",MICHIGAN,2018,157,175,0,332,47.28915663,52.71084337,0,-6.710843373,6.710843373,0
"MICHIGAN, UNIVERSITY OF",MICHIGAN,2019,137,162,3,302,45.36423841,53.64238411,0.993377483,-1.924918216,0.931540732,0.993377483
"MICHIGAN, UNIVERSITY OF",MICHIGAN,2020,148,152,0,300,49.33333333,50.66666667,0,3.969094923,-2.975717439,-0.993377483
"MICHIGAN, UNIVERSITY OF",MICHIGAN,2021,149,149,6,304,49.01315789,49.01315789,1.973684211,-0.320175439,-1.653508772,1.973684211
"MICHIGAN, UNIVERSITY OF",MICHIGAN,2022,157,163,0,324,48.45679012,50.30864198,0,-0.556367771,1.295484081,-1.973684211
"MICHIGAN, UNIVERSITY OF",MICHIGAN,2023,142,147,0,294,48.29931973,50,0,-0.157470396,-0.308641975,0
"MINNESOTA, UNIVERSITY OF",MINNESOTA,2017,89,85,0,174,51.14942529,48.85057471,0,NA,NA,NA
"MINNESOTA, UNIVERSITY OF",MINNESOTA,2018,96,105,0,201,47.76119403,52.23880597,0,-3.388231258,3.388231258,0
"MINNESOTA, UNIVERSITY OF",MINNESOTA,2019,105,118,0,223,47.08520179,52.91479821,0,-0.675992236,0.675992236,0
"MINNESOTA, UNIVERSITY OF",MINNESOTA,2020,92,109,0,201,45.77114428,54.22885572,0,-1.314057515,1.314057515,0
"MINNESOTA, UNIVERSITY OF",MINNESOTA,2021,105,114,1,220,47.72727273,51.81818182,0.454545455,1.956128449,-2.410673903,0.454545455
"MINNESOTA, UNIVERSITY OF",MINNESOTA,2022,103,94,3,200,51.5,47,1.5,3.772727273,-4.818181818,1.045454545
"MINNESOTA, UNIVERSITY OF",MINNESOTA,2023,79,121,5,206,38.34951456,58.73786408,2.427184466,-13.15048544,11.73786408,0.927184466
MISSISSIPPI COLLEGE,MISSISSIPPI,2017,61,56,0,117,52.13675214,47.86324786,0,NA,NA,NA
MISSISSIPPI COLLEGE,MISSISSIPPI,2018,50,52,0,102,49.01960784,50.98039216,0,-3.117144294,3.117144294,0
MISSISSIPPI COLLEGE,MISSISSIPPI,2019,50,53,0,103,48.54368932,51.45631068,0,-0.475918523,0.475918523,0
MISSISSIPPI COLLEGE,MISSISSIPPI,2020,78,70,0,148,52.7027027,47.2972973,0,4.159013382,-4.159013382,0
MISSISSIPPI COLLEGE,MISSISSIPPI,2021,40,72,0,112,35.71428571,64.28571429,0,-16.98841699,16.98841699,0
MISSISSIPPI COLLEGE,MISSISSIPPI,2022,57,55,0,112,50.89285714,49.10714286,0,15.17857143,-15.17857143,0
MISSISSIPPI COLLEGE,MISSISSIPPI,2023,47,56,0,103,45.63106796,54.36893204,0,-5.261789182,5.261789182,0
"MISSISSIPPI, UNIVERSITY OF",MISSISSIPPI,2017,61,53,0,114,53.50877193,46.49122807,0,NA,NA,NA
"MISSISSIPPI, UNIVERSITY OF",MISSISSIPPI,2018,84,61,0,145,57.93103448,42.06896552,0,4.422262553,-4.422262553,0
"MISSISSIPPI, UNIVERSITY OF",MISSISSIPPI,2019,73,84,0,157,46.49681529,53.50318471,0,-11.4342192,11.4342192,0
"MISSISSIPPI, UNIVERSITY OF",MISSISSIPPI,2020,81,79,0,160,50.625,49.375,0,4.128184713,-4.128184713,0
"MISSISSIPPI, UNIVERSITY OF",MISSISSIPPI,2021,84,95,0,179,46.9273743,53.0726257,0,-3.697625698,3.697625698,0
"MISSISSIPPI, UNIVERSITY OF",MISSISSIPPI,2022,97,79,0,176,55.11363636,44.88636364,0,8.186262062,-8.186262062,0
"MISSISSIPPI, UNIVERSITY OF",MISSISSIPPI,2023,81,85,0,166,48.79518072,51.20481928,0,-6.318455641,6.318455641,0
"MISSOURI, UNIVERSITY OF",MISSOURI,2017,52,39,0,91,57.14285714,42.85714286,0,NA,NA,NA
"MISSOURI, UNIVERSITY OF",MISSOURI,2018,56,34,1,91,61.53846154,37.36263736,1.098901099,4.395604396,-5.494505495,1.098901099
"MISSOURI, UNIVERSITY OF",MISSOURI,2019,48,46,0,94,51.06382979,48.93617021,0,-10.47463175,11.57353285,-1.098901099
"MISSOURI, UNIVERSITY OF",MISSOURI,2020,61,56,0,117,52.13675214,47.86324786,0,1.07292235,-1.07292235,0
"MISSOURI, UNIVERSITY OF",MISSOURI,2021,68,69,0,137,49.6350365,50.3649635,0,-2.50171564,2.50171564,0
"MISSOURI, UNIVERSITY OF",MISSOURI,2022,54,70,0,124,43.5483871,56.4516129,0,-6.0866494,6.0866494,0
"MISSOURI, UNIVERSITY OF",MISSOURI,2023,59,62,0,121,48.76033058,51.23966942,0,5.211943482,-5.211943482,0
"MISSOURI-KANSAS CITY, UNIVERSITY OF",MISSOURI,2017,66,60,0,126,52.38095238,47.61904762,0,NA,NA,NA
"MISSOURI-KANSAS CITY, UNIVERSITY OF",MISSOURI,2018,62,71,0,133,46.61654135,53.38345865,0,-5.764411028,5.764411028,0
"MISSOURI-KANSAS CITY, UNIVERSITY OF",MISSOURI,2019,63,65,0,128,49.21875,50.78125,0,2.602208647,-2.602208647,0
"MISSOURI-KANSAS CITY, UNIVERSITY OF",MISSOURI,2020,67,80,0,147,45.57823129,54.42176871,0,-3.640518707,3.640518707,0
"MISSOURI-KANSAS CITY, UNIVERSITY OF",MISSOURI,2021,58,72,0,130,44.61538462,55.38461538,0,-0.962846677,0.962846677,0
"MISSOURI-KANSAS CITY, UNIVERSITY OF",MISSOURI,2022,74,84,1,159,46.5408805,52.83018868,0.628930818,1.925495888,-2.554426705,0.628930818
"MISSOURI-KANSAS CITY, UNIVERSITY OF",MISSOURI,2023,66,71,0,137,48.17518248,51.82481752,0,1.634301979,-1.005371161,-0.628930818
MITCHELL | HAMLINE,NA,2017,249,258,1,508,49.01574803,50.78740157,0.196850394,NA,NA,NA
MITCHELL | HAMLINE,NA,2018,169,195,1,365,46.30136986,53.42465753,0.273972603,-2.714378168,2.637255959,0.077122209
MITCHELL | HAMLINE,NA,2019,137,199,2,338,40.53254438,58.87573964,0.591715976,-5.768825484,5.451082111,0.317743374
MITCHELL | HAMLINE,NA,2020,166,197,6,369,44.98644986,53.38753388,1.62601626,4.453905486,-5.48820577,1.034300284
MITCHELL | HAMLINE,NA,2021,142,226,2,370,38.37837838,61.08108108,0.540540541,-6.608071486,7.693547206,-1.08547572
MITCHELL | HAMLINE,NA,2022,113,219,5,337,33.53115727,64.9851632,1.483679525,-4.847221108,3.904082124,0.943138985
MITCHELL | HAMLINE,NA,2023,113,198,7,333,33.93393393,59.45945946,2.102102102,0.402776664,-5.525703745,0.618422577
"MONTANA, UNIVERSITY OF",MONTANA,2017,40,30,0,70,57.14285714,42.85714286,0,NA,NA,NA
"MONTANA, UNIVERSITY OF",MONTANA,2018,36,40,0,76,47.36842105,52.63157895,0,-9.77443609,9.77443609,0
"MONTANA, UNIVERSITY OF",MONTANA,2019,42,42,0,84,50,50,0,2.631578947,-2.631578947,0
"MONTANA, UNIVERSITY OF",MONTANA,2020,42,42,0,84,50,50,0,0,0,0
"MONTANA, UNIVERSITY OF",MONTANA,2021,36,44,0,80,45,55,0,-5,5,0
"MONTANA, UNIVERSITY OF",MONTANA,2022,38,50,0,88,43.18181818,56.81818182,0,-1.818181818,1.818181818,0
"MONTANA, UNIVERSITY OF",MONTANA,2023,37,49,0,86,43.02325581,56.97674419,0,-0.158562368,0.158562368,0
"NEBRASKA, UNIVERSITY OF",NEBRASKA,2017,79,53,0,132,59.84848485,40.15151515,0,NA,NA,NA
"NEBRASKA, UNIVERSITY OF",NEBRASKA,2018,65,66,0,131,49.61832061,50.38167939,0,-10.23016424,10.23016424,0
"NEBRASKA, UNIVERSITY OF",NEBRASKA,2019,58,79,0,137,42.33576642,57.66423358,0,-7.282554187,7.282554187,0
"NEBRASKA, UNIVERSITY OF",NEBRASKA,2020,70,64,0,134,52.23880597,47.76119403,0,9.903039547,-9.903039547,0
"NEBRASKA, UNIVERSITY OF",NEBRASKA,2021,80,79,0,159,50.31446541,49.68553459,0,-1.924340561,1.924340561,0
"NEBRASKA, UNIVERSITY OF",NEBRASKA,2022,82,59,0,141,58.15602837,41.84397163,0,7.84156296,-7.84156296,0
"NEBRASKA, UNIVERSITY OF",NEBRASKA,2023,80,65,0,145,55.17241379,44.82758621,0,-2.983614576,2.983614576,0
NEW ENGLAND LAW | BOSTON,MASSACHUSETTS,2017,83,121,0,204,40.68627451,59.31372549,0,NA,NA,NA
NEW ENGLAND LAW | BOSTON,MASSACHUSETTS,2018,62,120,0,182,34.06593407,65.93406593,0,-6.620340444,6.620340444,0
NEW ENGLAND LAW | BOSTON,MASSACHUSETTS,2019,121,213,0,334,36.22754491,63.77245509,0,2.161610844,-2.161610844,0
NEW ENGLAND LAW | BOSTON,MASSACHUSETTS,2020,124,241,0,365,33.97260274,66.02739726,0,-2.25494217,2.25494217,0
NEW ENGLAND LAW | BOSTON,MASSACHUSETTS,2021,132,229,2,363,36.36363636,63.08539945,0.550964187,2.391033624,-2.941997811,0.550964187
NEW ENGLAND LAW | BOSTON,MASSACHUSETTS,2022,116,206,6,329,35.25835866,62.61398176,1.823708207,-1.105277701,-0.471417686,1.272744019
NEW ENGLAND LAW | BOSTON,MASSACHUSETTS,2023,113,237,1,354,31.92090395,66.94915254,0.282485876,-3.337454708,4.335170779,-1.541222331
"NEW HAMPSHIRE, UNIVERSITY OF",NEW HAMPSHIRE,2017,35,37,0,72,48.61111111,51.38888889,0,NA,NA,NA
"NEW HAMPSHIRE, UNIVERSITY OF",NEW HAMPSHIRE,2018,43,43,0,86,50,50,0,1.388888889,-1.388888889,0
"NEW HAMPSHIRE, UNIVERSITY OF",NEW HAMPSHIRE,2019,75,56,0,131,57.2519084,42.7480916,0,7.251908397,-7.251908397,0
"NEW HAMPSHIRE, UNIVERSITY OF",NEW HAMPSHIRE,2020,111,74,0,185,60,40,0,2.748091603,-2.748091603,0
"NEW HAMPSHIRE, UNIVERSITY OF",NEW HAMPSHIRE,2021,132,78,0,210,62.85714286,37.14285714,0,2.857142857,-2.857142857,0
"NEW HAMPSHIRE, UNIVERSITY OF",NEW HAMPSHIRE,2022,130,107,0,237,54.85232068,45.14767932,0,-8.004822182,8.004822182,0
"NEW HAMPSHIRE, UNIVERSITY OF",NEW HAMPSHIRE,2023,134,134,0,268,50,50,0,-4.852320675,4.852320675,0
"NEW MEXICO, UNIVERSITY OF",NEW MEXICO,2017,51,59,0,110,46.36363636,53.63636364,0,NA,NA,NA
"NEW MEXICO, UNIVERSITY OF",NEW MEXICO,2018,40,57,0,97,41.2371134,58.7628866,0,-5.126522962,5.126522962,0
"NEW MEXICO, UNIVERSITY OF",NEW MEXICO,2019,33,44,0,77,42.85714286,57.14285714,0,1.620029455,-1.620029455,0
"NEW MEXICO, UNIVERSITY OF",NEW MEXICO,2020,44,52,1,97,45.36082474,53.60824742,1.030927835,2.503681885,-3.53460972,1.030927835
"NEW MEXICO, UNIVERSITY OF",NEW MEXICO,2021,45,59,0,104,43.26923077,56.73076923,0,-2.091593973,3.122521808,-1.030927835
"NEW MEXICO, UNIVERSITY OF",NEW MEXICO,2022,44,51,0,95,46.31578947,53.68421053,0,3.046558704,-3.046558704,0
"NEW MEXICO, UNIVERSITY OF",NEW MEXICO,2023,39,48,0,88,44.31818182,54.54545455,0,-1.997607656,0.861244019,0
NEW YORK LAW SCHOOL,NEW YORK,2017,162,249,0,411,39.41605839,60.58394161,0,NA,NA,NA
NEW YORK LAW SCHOOL,NEW YORK,2018,144,186,0,330,43.63636364,56.36363636,0,4.220305242,-4.220305242,0
NEW YORK LAW SCHOOL,NEW YORK,2019,149,209,0,358,41.62011173,58.37988827,0,-2.016251905,2.016251905,0
NEW YORK LAW SCHOOL,NEW YORK,2020,118,183,0,301,39.20265781,60.79734219,0,-2.417453925,2.417453925,0
NEW YORK LAW SCHOOL,NEW YORK,2021,119,255,1,375,31.73333333,68,0.266666667,-7.469324474,7.202657807,0.266666667
NEW YORK LAW SCHOOL,NEW YORK,2022,115,203,0,321,35.82554517,63.23987539,0,4.092211838,-4.760124611,-0.266666667
NEW YORK LAW SCHOOL,NEW YORK,2023,110,204,0,318,34.59119497,64.1509434,0,-1.234350203,0.911068007,0
NEW YORK UNIVERSITY,NEW YORK,2017,175,200,0,375,46.66666667,53.33333333,0,NA,NA,NA
NEW YORK UNIVERSITY,NEW YORK,2018,177,199,2,378,46.82539683,52.64550265,0.529100529,0.158730159,-0.687830688,0.529100529
NEW YORK UNIVERSITY,NEW YORK,2019,198,197,3,398,49.74874372,49.49748744,0.753768844,2.923346893,-3.148015208,0.224668315
NEW YORK UNIVERSITY,NEW YORK,2020,184,221,4,409,44.98777506,54.03422983,0.97799511,-4.760968657,4.536742392,0.224226266
NEW YORK UNIVERSITY,NEW YORK,2021,184,258,7,449,40.97995546,57.4610245,1.559020045,-4.007819605,3.42679467,0.581024935
NEW YORK UNIVERSITY,NEW YORK,2022,145,195,9,349,41.54727794,55.8739255,2.578796562,0.56732248,-1.587098997,1.019776517
NEW YORK UNIVERSITY,NEW YORK,2023,148,224,11,384,38.54166667,58.33333333,2.864583333,-3.00561127,2.459407832,0.285786772
NORTH CAROLINA CENTRAL UNIVERSITY,NORTH CAROLINA,2017,70,113,0,183,38.25136612,61.74863388,0,NA,NA,NA
NORTH CAROLINA CENTRAL UNIVERSITY,NORTH CAROLINA,2018,29,73,0,102,28.43137255,71.56862745,0,-9.819993571,9.819993571,0
NORTH CAROLINA CENTRAL UNIVERSITY,NORTH CAROLINA,2019,49,97,0,146,33.56164384,66.43835616,0,5.130271287,-5.130271287,0
NORTH CAROLINA CENTRAL UNIVERSITY,NORTH CAROLINA,2020,51,115,0,166,30.72289157,69.27710843,0,-2.838752269,2.838752269,0
NORTH CAROLINA CENTRAL UNIVERSITY,NORTH CAROLINA,2021,51,123,0,174,29.31034483,70.68965517,0,-1.412546739,1.412546739,0
NORTH CAROLINA CENTRAL UNIVERSITY,NORTH CAROLINA,2022,44,109,2,155,28.38709677,70.32258065,1.290322581,-0.923248053,-0.367074527,1.290322581
NORTH CAROLINA CENTRAL UNIVERSITY,NORTH CAROLINA,2023,45,75,7,127,35.43307087,59.05511811,5.511811024,7.045974092,-11.26746253,4.221488443
"NORTH CAROLINA, UNIVERSITY OF",NORTH CAROLINA,2017,91,107,0,198,45.95959596,54.04040404,0,NA,NA,NA
"NORTH CAROLINA, UNIVERSITY OF",NORTH CAROLINA,2018,89,105,0,194,45.87628866,54.12371134,0,-0.0833073,0.0833073,0
"NORTH CAROLINA, UNIVERSITY OF",NORTH CAROLINA,2019,91,85,0,176,51.70454545,48.29545455,0,5.828256795,-5.828256795,0
"NORTH CAROLINA, UNIVERSITY OF",NORTH CAROLINA,2020,81,97,1,179,45.25139665,54.18994413,0.558659218,-6.453148807,5.894489589,0.558659218
"NORTH CAROLINA, UNIVERSITY OF",NORTH CAROLINA,2021,89,112,3,204,43.62745098,54.90196078,1.470588235,-1.623945668,0.71201665,0.911929017
"NORTH CAROLINA, UNIVERSITY OF",NORTH CAROLINA,2022,93,90,0,183,50.81967213,49.18032787,0,7.192221151,-5.721632915,-1.470588235
"NORTH CAROLINA, UNIVERSITY OF",NORTH CAROLINA,2023,70,107,0,178,39.3258427,60.11235955,0,-11.49382943,10.93203168,0
"NORTH DAKOTA, UNIVERSITY OF",NORTH DAKOTA,2017,41,22,0,63,65.07936508,34.92063492,0,NA,NA,NA
"NORTH DAKOTA, UNIVERSITY OF",NORTH DAKOTA,2018,28,24,0,52,53.84615385,46.15384615,0,-11.23321123,11.23321123,0
"NORTH DAKOTA, UNIVERSITY OF",NORTH DAKOTA,2019,39,28,0,67,58.20895522,41.79104478,0,4.362801378,-4.362801378,0
"NORTH DAKOTA, UNIVERSITY OF",NORTH DAKOTA,2020,33,32,0,65,50.76923077,49.23076923,0,-7.439724455,7.439724455,0
"NORTH DAKOTA, UNIVERSITY OF",NORTH DAKOTA,2021,40,39,0,79,50.63291139,49.36708861,0,-0.136319377,0.136319377,0
"NORTH DAKOTA, UNIVERSITY OF",NORTH DAKOTA,2022,44,31,0,75,58.66666667,41.33333333,0,8.033755274,-8.033755274,0
"NORTH DAKOTA, UNIVERSITY OF",NORTH DAKOTA,2023,35,32,0,67,52.23880597,47.76119403,0,-6.427860697,6.427860697,0
NORTHEASTERN UNIVERSITY SCHOOL OF LAW,NA,2017,70,125,1,196,35.71428571,63.7755102,0.510204082,NA,NA,NA
NORTHEASTERN UNIVERSITY SCHOOL OF LAW,NA,2018,66,123,1,190,34.73684211,64.73684211,0.526315789,-0.977443609,0.961331901,0.016111708
NORTHEASTERN UNIVERSITY SCHOOL OF LAW,NA,2019,57,139,1,197,28.93401015,70.55837563,0.507614213,-5.802831953,5.821533529,-0.018701576
NORTHEASTERN UNIVERSITY SCHOOL OF LAW,NA,2020,51,147,3,201,25.37313433,73.13432836,1.492537313,-3.560875824,2.575952724,0.9849231
NORTHEASTERN UNIVERSITY SCHOOL OF LAW,NA,2021,57,177,1,235,24.25531915,75.31914894,0.425531915,-1.117815179,2.184820578,-1.067005399
NORTHEASTERN UNIVERSITY SCHOOL OF LAW,NA,2022,71,163,2,238,29.83193277,68.48739496,0.840336134,5.576613624,-6.831753978,0.41480422
NORTHEASTERN UNIVERSITY SCHOOL OF LAW,NA,2023,82,158,0,244,33.60655738,64.75409836,0,3.774624604,-3.733296597,-0.840336134
NORTHERN ILLINOIS UNIVERSITY,ILLINOIS,2017,61,42,0,103,59.22330097,40.77669903,0,NA,NA,NA
NORTHERN ILLINOIS UNIVERSITY,ILLINOIS,2018,47,43,0,90,52.22222222,47.77777778,0,-7.001078749,7.001078749,0
NORTHERN ILLINOIS UNIVERSITY,ILLINOIS,2019,62,60,0,122,50.81967213,49.18032787,0,-1.402550091,1.402550091,0
NORTHERN ILLINOIS UNIVERSITY,ILLINOIS,2020,63,61,0,124,50.80645161,49.19354839,0,-0.013220518,0.013220518,0
NORTHERN ILLINOIS UNIVERSITY,ILLINOIS,2021,57,62,0,119,47.89915966,52.10084034,0,-2.907291949,2.907291949,0
NORTHERN ILLINOIS UNIVERSITY,ILLINOIS,2022,48,70,1,119,40.33613445,58.82352941,0.840336134,-7.56302521,6.722689076,0.840336134
NORTHERN ILLINOIS UNIVERSITY,ILLINOIS,2023,47,63,0,110,42.72727273,57.27272727,0,2.391138273,-1.550802139,-0.840336134
NORTHERN KENTUCKY UNIVERSITY,KENTUCKY,2017,111,126,0,237,46.83544304,53.16455696,0,NA,NA,NA
NORTHERN KENTUCKY UNIVERSITY,KENTUCKY,2018,72,70,0,142,50.70422535,49.29577465,0,3.868782314,-3.868782314,0
NORTHERN KENTUCKY UNIVERSITY,KENTUCKY,2019,63,66,0,129,48.8372093,51.1627907,0,-1.86701605,1.86701605,0
NORTHERN KENTUCKY UNIVERSITY,KENTUCKY,2020,78,49,0,127,61.41732283,38.58267717,0,12.58011353,-12.58011353,0
NORTHERN KENTUCKY UNIVERSITY,KENTUCKY,2021,65,77,0,142,45.77464789,54.22535211,0,-15.64267495,15.64267495,0
NORTHERN KENTUCKY UNIVERSITY,KENTUCKY,2022,41,49,0,90,45.55555556,54.44444444,0,-0.219092332,0.219092332,0
NORTHERN KENTUCKY UNIVERSITY,KENTUCKY,2023,53,72,0,125,42.4,57.6,0,-3.155555556,3.155555556,0
NORTHWESTERN UNIVERSITY,ILLINOIS,2017,99,100,0,199,49.74874372,50.25125628,0,NA,NA,NA
NORTHWESTERN UNIVERSITY,ILLINOIS,2018,97,123,0,220,44.09090909,55.90909091,0,-5.657834628,5.657834628,0
NORTHWESTERN UNIVERSITY,ILLINOIS,2019,106,105,3,214,49.53271028,49.06542056,1.401869159,5.441801189,-6.843670348,1.401869159
NORTHWESTERN UNIVERSITY,ILLINOIS,2020,105,112,6,223,47.08520179,50.22421525,2.69058296,-2.447508487,1.158794686,1.288713801
NORTHWESTERN UNIVERSITY,ILLINOIS,2021,100,124,1,225,44.44444444,55.11111111,0.444444444,-2.640757349,4.886895864,-2.246138515
NORTHWESTERN UNIVERSITY,ILLINOIS,2022,106,99,1,206,51.45631068,48.05825243,0.485436893,7.011866235,-7.052858684,0.040992449
