School.List,State,Year,FT.Male,FT.Female,FT.AGI,FT.Total,fac_percent_men,fac_percent_women,fac_percent_agi,fac_men_change,fac_women_change,fac_agi_change
CHAPMAN UNIVERSITY,CALIFORNIA,2020,66,52,0,118,55.93220339,44.06779661,0,-1.694915254,1.694915254,0
CHAPMAN UNIVERSITY,CALIFORNIA,2021,65,47,0,112,58.03571429,41.96428571,0,2.103510896,-2.103510896,0
CHAPMAN UNIVERSITY,CALIFORNIA,2022,60,47,0,107,56.07476636,43.92523364,0,-1.960947931,1.960947931,0
CHAPMAN UNIVERSITY,CALIFORNIA,2023,61,47,0,108,56.48148148,43.51851852,0,0.406715126,-0.406715126,0
CHARLESTON SCHOOL OF LAW,SOUTH CAROLINA,2017,40,36,0,76,52.63157895,47.36842105,0,NA,NA,NA
CHARLESTON SCHOOL OF LAW,SOUTH CAROLINA,2018,48,33,0,81,59.25925926,40.74074074,0,6.627680312,-6.627680312,0
CHARLESTON SCHOOL OF LAW,SOUTH CAROLINA,2019,48,35,0,83,57.8313253,42.1686747,0,-1.427933958,1.427933958,0
CHARLESTON SCHOOL OF LAW,SOUTH CAROLINA,2020,48,34,0,82,58.53658537,41.46341463,0,0.705260065,-0.705260065,0
CHARLESTON SCHOOL OF LAW,SOUTH CAROLINA,2021,41,34,0,75,54.66666667,45.33333333,0,-3.869918699,3.869918699,0
CHARLESTON SCHOOL OF LAW,SOUTH CAROLINA,2022,46,35,0,81,56.79012346,43.20987654,0,2.12345679,-2.12345679,0
CHARLESTON SCHOOL OF LAW,SOUTH CAROLINA,2023,40,36,0,76,52.63157895,47.36842105,0,-4.158544509,4.158544509,0
"CHICAGO, UNIVERSITY OF",ILLINOIS,2017,147,60,0,207,71.01449275,28.98550725,0,NA,NA,NA
"CHICAGO, UNIVERSITY OF",ILLINOIS,2018,128,58,0,186,68.8172043,31.1827957,0,-2.197288453,2.197288453,0
"CHICAGO, UNIVERSITY OF",ILLINOIS,2019,130,58,0,188,69.14893617,30.85106383,0,0.331731869,-0.331731869,0
"CHICAGO, UNIVERSITY OF",ILLINOIS,2020,133,54,0,187,71.12299465,28.87700535,0,1.974058482,-1.974058482,0
"CHICAGO, UNIVERSITY OF",ILLINOIS,2021,132,51,0,183,72.13114754,27.86885246,0,1.008152889,-1.008152889,0
"CHICAGO, UNIVERSITY OF",ILLINOIS,2022,127,55,0,182,69.78021978,30.21978022,0,-2.350927761,2.350927761,0
"CHICAGO, UNIVERSITY OF",ILLINOIS,2023,146,69,0,216,67.59259259,31.94444444,0,-2.187627188,1.724664225,0
CHICAGO-KENT COLLEGE OF LAW-IIT,ILLINOIS,2017,112,55,0,167,67.06586826,32.93413174,0,NA,NA,NA
CHICAGO-KENT COLLEGE OF LAW-IIT,ILLINOIS,2018,136,48,0,184,73.91304348,26.08695652,0,6.847175215,-6.847175215,0
CHICAGO-KENT COLLEGE OF LAW-IIT,ILLINOIS,2019,129,44,0,173,74.56647399,25.43352601,0,0.65343051,-0.65343051,0
CHICAGO-KENT COLLEGE OF LAW-IIT,ILLINOIS,2020,116,49,0,165,70.3030303,29.6969697,0,-4.263443685,4.263443685,0
CHICAGO-KENT COLLEGE OF LAW-IIT,ILLINOIS,2021,96,44,0,140,68.57142857,31.42857143,0,-1.731601732,1.731601732,0
CHICAGO-KENT COLLEGE OF LAW-IIT,ILLINOIS,2022,97,51,0,148,65.54054054,34.45945946,0,-3.030888031,3.030888031,0
CHICAGO-KENT COLLEGE OF LAW-IIT,ILLINOIS,2023,98,49,0,147,66.66666667,33.33333333,0,1.126126126,-1.126126126,0
"CINCINNATI, UNIVERSITY OF",OHIO,2017,46,29,0,75,61.33333333,38.66666667,0,NA,NA,NA
"CINCINNATI, UNIVERSITY OF",OHIO,2018,39,28,19,86,45.34883721,32.55813953,22.09302326,-15.98449612,-6.108527132,22.09302326
"CINCINNATI, UNIVERSITY OF",OHIO,2019,51,33,8,92,55.43478261,35.86956522,8.695652174,10.0859454,3.311425683,-13.39737108
"CINCINNATI, UNIVERSITY OF",OHIO,2020,54,39,0,93,58.06451613,41.93548387,0,2.62973352,6.065918654,-8.695652174
"CINCINNATI, UNIVERSITY OF",OHIO,2021,46,39,0,85,54.11764706,45.88235294,0,-3.94686907,3.94686907,0
"CINCINNATI, UNIVERSITY OF",OHIO,2022,48,41,0,89,53.93258427,46.06741573,0,-0.185062789,0.185062789,0
"CINCINNATI, UNIVERSITY OF",OHIO,2023,59,53,0,112,52.67857143,47.32142857,0,-1.254012841,1.254012841,0
CITY UNIVERSITY OF NEW YORK,NEW YORK,2017,21,42,0,63,33.33333333,66.66666667,0,NA,NA,NA
CITY UNIVERSITY OF NEW YORK,NEW YORK,2018,28,51,0,79,35.44303797,64.55696203,0,2.109704641,-2.109704641,0
CITY UNIVERSITY OF NEW YORK,NEW YORK,2019,33,62,0,95,34.73684211,65.26315789,0,-0.706195869,0.706195869,0
CITY UNIVERSITY OF NEW YORK,NEW YORK,2020,35,64,0,99,35.35353535,64.64646465,0,0.616693248,-0.616693248,0
CITY UNIVERSITY OF NEW YORK,NEW YORK,2021,31,65,0,96,32.29166667,67.70833333,0,-3.061868687,3.061868687,0
CITY UNIVERSITY OF NEW YORK,NEW YORK,2022,26,65,1,92,28.26086957,70.65217391,1.086956522,-4.030797101,2.94384058,1.086956522
CITY UNIVERSITY OF NEW YORK,NEW YORK,2023,35,57,0,93,37.6344086,61.29032258,0,9.373539037,-9.361851332,-1.086956522
CLEVELAND STATE UNIVERSITY,OHIO,2017,89,43,0,132,67.42424242,32.57575758,0,NA,NA,NA
CLEVELAND STATE UNIVERSITY,OHIO,2018,52,35,0,87,59.77011494,40.22988506,0,-7.654127482,7.654127482,0
CLEVELAND STATE UNIVERSITY,OHIO,2019,61,31,0,92,66.30434783,33.69565217,0,6.534232884,-6.534232884,0
CLEVELAND STATE UNIVERSITY,OHIO,2020,55,39,0,94,58.5106383,41.4893617,0,-7.793709528,7.793709528,0
CLEVELAND STATE UNIVERSITY,OHIO,2021,52,34,0,86,60.46511628,39.53488372,0,1.954477981,-1.954477981,0
CLEVELAND STATE UNIVERSITY,OHIO,2022,55,38,0,93,59.13978495,40.86021505,0,-1.325331333,1.325331333,0
CLEVELAND STATE UNIVERSITY,OHIO,2023,123,75,0,198,62.12121212,37.87878788,0,2.981427175,-2.981427175,0
"COLORADO, UNIVERSITY OF",COLORADO,2017,100,68,0,168,59.52380952,40.47619048,0,NA,NA,NA
"COLORADO, UNIVERSITY OF",COLORADO,2018,74,48,0,122,60.6557377,39.3442623,0,1.131928181,-1.131928181,0
"COLORADO, UNIVERSITY OF",COLORADO,2019,75,46,1,122,61.47540984,37.70491803,0.819672131,0.819672131,-1.639344262,0.819672131
"COLORADO, UNIVERSITY OF",COLORADO,2020,62,44,0,106,58.49056604,41.50943396,0,-2.984843798,3.804515929,-0.819672131
"COLORADO, UNIVERSITY OF",COLORADO,2021,62,47,0,109,56.88073394,43.11926606,0,-1.609832093,1.609832093,0
"COLORADO, UNIVERSITY OF",COLORADO,2022,60,41,0,102,58.82352941,40.19607843,0,1.942795467,-2.923187624,0
"COLORADO, UNIVERSITY OF",COLORADO,2023,67,53,0,122,54.91803279,43.44262295,0,-3.905496625,3.246544519,0
COLUMBIA UNIVERSITY,NEW YORK,2017,284,142,0,426,66.66666667,33.33333333,0,NA,NA,NA
COLUMBIA UNIVERSITY,NEW YORK,2018,269,133,0,402,66.91542289,33.08457711,0,0.248756219,-0.248756219,0
COLUMBIA UNIVERSITY,NEW YORK,2019,252,157,0,409,61.61369193,38.38630807,0,-5.301730954,5.301730954,0
COLUMBIA UNIVERSITY,NEW YORK,2020,252,163,0,415,60.72289157,39.27710843,0,-0.890800365,0.890800365,0
COLUMBIA UNIVERSITY,NEW YORK,2021,215,152,0,367,58.58310627,41.41689373,0,-2.139785299,2.139785299,0
COLUMBIA UNIVERSITY,NEW YORK,2022,229,174,0,403,56.82382134,43.17617866,0,-1.759284927,1.759284927,0
COLUMBIA UNIVERSITY,NEW YORK,2023,274,175,1,450,60.88888889,38.88888889,0.222222222,4.065067549,-4.287289771,0.222222222
"CONNECTICUT, UNIVERSITY OF",CONNECTICUT,2017,109,49,0,159,68.55345912,30.81761006,0,NA,NA,NA
"CONNECTICUT, UNIVERSITY OF",CONNECTICUT,2018,99,58,0,157,63.05732484,36.94267516,0,-5.496134279,6.125065096,0
"CONNECTICUT, UNIVERSITY OF",CONNECTICUT,2019,103,56,0,159,64.77987421,35.22012579,0,1.722549373,-1.722549373,0
"CONNECTICUT, UNIVERSITY OF",CONNECTICUT,2020,86,43,0,129,66.66666667,33.33333333,0,1.886792453,-1.886792453,0
"CONNECTICUT, UNIVERSITY OF",CONNECTICUT,2021,88,52,0,140,62.85714286,37.14285714,0,-3.80952381,3.80952381,0
"CONNECTICUT, UNIVERSITY OF",CONNECTICUT,2022,93,58,0,151,61.58940397,38.41059603,0,-1.267738884,1.267738884,0
"CONNECTICUT, UNIVERSITY OF",CONNECTICUT,2023,93,69,0,162,57.40740741,42.59259259,0,-4.181996566,4.181996566,0
COOLEY LAW SCHOOL,NA,2017,156,79,0,235,66.38297872,33.61702128,0,NA,NA,NA
COOLEY LAW SCHOOL,NA,2018,152,80,0,232,65.51724138,34.48275862,0,-0.865737344,0.865737344,0
COOLEY LAW SCHOOL,NA,2019,140,86,0,226,61.94690265,38.05309735,0,-3.570338724,3.570338724,0
COOLEY LAW SCHOOL,NA,2020,127,82,0,209,60.76555024,39.23444976,0,-1.181352416,1.181352416,0
COOLEY LAW SCHOOL,NA,2021,105,71,0,176,59.65909091,40.34090909,0,-1.10645933,1.10645933,0
COOLEY LAW SCHOOL,NA,2022,78,63,0,141,55.31914894,44.68085106,0,-4.339941973,4.339941973,0
COOLEY LAW SCHOOL,NA,2023,70,45,0,115,60.86956522,39.13043478,0,5.550416281,-5.550416281,0
CORNELL UNIVERSITY,NEW YORK,2017,98,52,2,152,64.47368421,34.21052632,1.315789474,NA,NA,NA
CORNELL UNIVERSITY,NEW YORK,2018,95,51,0,146,65.06849315,34.93150685,0,0.59480894,0.720980534,-1.315789474
CORNELL UNIVERSITY,NEW YORK,2019,112,54,0,166,67.46987952,32.53012048,0,2.401386367,-2.401386367,0
CORNELL UNIVERSITY,NEW YORK,2020,133,63,1,197,67.51269036,31.97969543,0.507614213,0.042810837,-0.55042505,0.507614213
CORNELL UNIVERSITY,NEW YORK,2021,113,67,1,181,62.43093923,37.01657459,0.552486188,-5.081751129,5.036879154,0.044871975
CORNELL UNIVERSITY,NEW YORK,2022,118,77,1,196,60.20408163,39.28571429,0.510204082,-2.226857594,2.2691397,-0.042282106
CORNELL UNIVERSITY,NEW YORK,2023,130,83,0,213,61.03286385,38.96713615,0,0.828782217,-0.318578135,-0.510204082
CREIGHTON UNIVERSITY,NEBRASKA,2017,49,16,0,65,75.38461538,24.61538462,0,NA,NA,NA
CREIGHTON UNIVERSITY,NEBRASKA,2018,43,16,0,59,72.88135593,27.11864407,0,-2.503259452,2.503259452,0
CREIGHTON UNIVERSITY,NEBRASKA,2019,36,20,0,56,64.28571429,35.71428571,0,-8.595641646,8.595641646,0
CREIGHTON UNIVERSITY,NEBRASKA,2020,40,17,0,57,70.1754386,29.8245614,0,5.889724311,-5.889724311,0
CREIGHTON UNIVERSITY,NEBRASKA,2021,34,19,0,53,64.1509434,35.8490566,0,-6.0244952,6.0244952,0
CREIGHTON UNIVERSITY,NEBRASKA,2022,39,26,0,65,60,40,0,-4.150943396,4.150943396,0
CREIGHTON UNIVERSITY,NEBRASKA,2023,45,24,0,69,65.2173913,34.7826087,0,5.217391304,-5.217391304,0
"DAYTON, UNIVERSITY OF",OHIO,2017,63,39,0,102,61.76470588,38.23529412,0,NA,NA,NA
"DAYTON, UNIVERSITY OF",OHIO,2018,43,26,0,69,62.31884058,37.68115942,0,0.554134697,-0.554134697,0
"DAYTON, UNIVERSITY OF",OHIO,2019,39,32,0,71,54.92957746,45.07042254,0,-7.389263115,7.389263115,0
"DAYTON, UNIVERSITY OF",OHIO,2020,33,32,0,65,50.76923077,49.23076923,0,-4.160346696,4.160346696,0
"DAYTON, UNIVERSITY OF",OHIO,2021,50,43,0,93,53.76344086,46.23655914,0,2.994210091,-2.994210091,0
"DAYTON, UNIVERSITY OF",OHIO,2022,50,49,0,99,50.50505051,49.49494949,0,-3.258390355,3.258390355,0
"DAYTON, UNIVERSITY OF",OHIO,2023,46,56,0,102,45.09803922,54.90196078,0,-5.407011289,5.407011289,0
"DENVER, UNIVERSITY OF",COLORADO,2017,218,135,0,354,61.5819209,38.13559322,0,NA,NA,NA
"DENVER, UNIVERSITY OF",COLORADO,2018,103,66,1,170,60.58823529,38.82352941,0.588235294,-0.99368561,0.687936191,0.588235294
"DENVER, UNIVERSITY OF",COLORADO,2019,86,64,0,150,57.33333333,42.66666667,0,-3.254901961,3.843137255,-0.588235294
"DENVER, UNIVERSITY OF",COLORADO,2020,86,68,0,154,55.84415584,44.15584416,0,-1.489177489,1.489177489,0
"DENVER, UNIVERSITY OF",COLORADO,2021,83,69,0,152,54.60526316,45.39473684,0,-1.238892686,1.238892686,0
"DENVER, UNIVERSITY OF",COLORADO,2022,91,70,1,162,56.17283951,43.20987654,0.617283951,1.567576348,-2.184860299,0.617283951
"DENVER, UNIVERSITY OF",COLORADO,2023,90,74,0,164,54.87804878,45.12195122,0,-1.294790726,1.912074676,-0.617283951
DEPAUL UNIVERSITY,ILLINOIS,2017,88,55,0,143,61.53846154,38.46153846,0,NA,NA,NA
DEPAUL UNIVERSITY,ILLINOIS,2018,80,67,0,147,54.42176871,45.57823129,0,-7.116692831,7.116692831,0
DEPAUL UNIVERSITY,ILLINOIS,2019,80,67,0,147,54.42176871,45.57823129,0,0,0,0
DEPAUL UNIVERSITY,ILLINOIS,2020,74,72,1,147,50.34013605,48.97959184,0.680272109,-4.081632653,3.401360544,0.680272109
DEPAUL UNIVERSITY,ILLINOIS,2021,64,64,4,132,48.48484848,48.48484848,3.03030303,-1.85528757,-0.494743352,2.350030921
DEPAUL UNIVERSITY,ILLINOIS,2022,68,65,4,137,49.6350365,47.44525547,2.919708029,1.150188012,-1.03959301,-0.110595001
DEPAUL UNIVERSITY,ILLINOIS,2023,71,63,0,140,50.71428571,45,0,1.079249218,-2.445255474,-2.919708029
"DETROIT MERCY, UNIVERSITY OF",MICHIGAN,2017,53,38,0,91,58.24175824,41.75824176,0,NA,NA,NA
"DETROIT MERCY, UNIVERSITY OF",MICHIGAN,2018,54,42,0,96,56.25,43.75,0,-1.991758242,1.991758242,0
"DETROIT MERCY, UNIVERSITY OF",MICHIGAN,2019,44,42,0,86,51.1627907,48.8372093,0,-5.087209302,5.087209302,0
"DETROIT MERCY, UNIVERSITY OF",MICHIGAN,2020,49,45,0,94,52.12765957,47.87234043,0,0.964868877,-0.964868877,0
"DETROIT MERCY, UNIVERSITY OF",MICHIGAN,2021,42,41,0,83,50.60240964,49.39759036,0,-1.525249936,1.525249936,0
"DETROIT MERCY, UNIVERSITY OF",MICHIGAN,2022,44,45,0,89,49.43820225,50.56179775,0,-1.164207391,1.164207391,0
"DETROIT MERCY, UNIVERSITY OF",MICHIGAN,2023,41,47,0,88,46.59090909,53.40909091,0,-2.847293156,2.847293156,0
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,2017,29,33,0,62,46.77419355,53.22580645,0,NA,NA,NA
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,2018,29,39,0,68,42.64705882,57.35294118,0,-4.127134725,4.127134725,0
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,2019,23,37,0,60,38.33333333,61.66666667,0,-4.31372549,4.31372549,0
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,2020,24,37,0,61,39.3442623,60.6557377,0,1.010928962,-1.010928962,0
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,2021,17,30,0,47,36.17021277,63.82978723,0,-3.174049529,3.174049529,0
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,2022,20,26,0,46,43.47826087,56.52173913,0,7.308048104,-7.308048104,0
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,2023,26,30,0,56,46.42857143,53.57142857,0,2.950310559,-2.950310559,0
DRAKE UNIVERSITY,IOWA,2017,37,30,0,67,55.2238806,44.7761194,0,NA,NA,NA
DRAKE UNIVERSITY,IOWA,2018,39,31,0,70,55.71428571,44.28571429,0,0.490405117,-0.490405117,0
DRAKE UNIVERSITY,IOWA,2019,48,32,0,80,60,40,0,4.285714286,-4.285714286,0
DRAKE UNIVERSITY,IOWA,2020,43,34,0,77,55.84415584,44.15584416,0,-4.155844156,4.155844156,0
DRAKE UNIVERSITY,IOWA,2021,36,38,0,74,48.64864865,51.35135135,0,-7.195507196,7.195507196,0
DRAKE UNIVERSITY,IOWA,2022,38,40,0,78,48.71794872,51.28205128,0,0.069300069,-0.069300069,0
DRAKE UNIVERSITY,IOWA,2023,42,46,0,88,47.72727273,52.27272727,0,-0.990675991,0.990675991,0
DREXEL UNIVERSITY,PENNSYLVANIA,2017,56,61,0,117,47.86324786,52.13675214,0,NA,NA,NA
DREXEL UNIVERSITY,PENNSYLVANIA,2018,67,65,0,132,50.75757576,49.24242424,0,2.894327894,-2.894327894,0
DREXEL UNIVERSITY,PENNSYLVANIA,2019,67,67,0,134,50,50,0,-0.757575758,0.757575758,0
DREXEL UNIVERSITY,PENNSYLVANIA,2020,71,63,0,134,52.98507463,47.01492537,0,2.985074627,-2.985074627,0
DREXEL UNIVERSITY,PENNSYLVANIA,2021,70,64,1,135,51.85185185,47.40740741,0.740740741,-1.133222775,0.392482034,0.740740741
DREXEL UNIVERSITY,PENNSYLVANIA,2022,67,66,0,133,50.37593985,49.62406015,0,-1.475912002,2.216652743,-0.740740741
DREXEL UNIVERSITY,PENNSYLVANIA,2023,65,73,0,138,47.10144928,52.89855072,0,-3.274490574,3.274490574,0
DUKE UNIVERSITY,NORTH CAROLINA,2017,122,69,0,191,63.87434555,36.12565445,0,NA,NA,NA
DUKE UNIVERSITY,NORTH CAROLINA,2018,117,64,0,181,64.64088398,35.35911602,0,0.766538428,-0.766538428,0
DUKE UNIVERSITY,NORTH CAROLINA,2019,115,79,0,194,59.27835052,40.72164948,0,-5.362533462,5.362533462,0
DUKE UNIVERSITY,NORTH CAROLINA,2020,122,75,0,197,61.92893401,38.07106599,0,2.650583495,-2.650583495,0
DUKE UNIVERSITY,NORTH CAROLINA,2021,111,72,0,183,60.6557377,39.3442623,0,-1.273196305,1.273196305,0
DUKE UNIVERSITY,NORTH CAROLINA,2022,113,80,0,193,58.5492228,41.4507772,0,-2.106514907,2.106514907,0
DUKE UNIVERSITY,NORTH CAROLINA,2023,114,97,0,211,54.02843602,45.97156398,0,-4.520786779,4.520786779,0
DUQUESNE UNIVERSITY,PENNSYLVANIA,2017,62,36,0,98,63.26530612,36.73469388,0,NA,NA,NA
DUQUESNE UNIVERSITY,PENNSYLVANIA,2018,64,33,0,97,65.97938144,34.02061856,0,2.714075321,-2.714075321,0
DUQUESNE UNIVERSITY,PENNSYLVANIA,2019,54,40,0,94,57.44680851,42.55319149,0,-8.532572933,8.532572933,0
DUQUESNE UNIVERSITY,PENNSYLVANIA,2020,60,40,0,100,60,40,0,2.553191489,-2.553191489,0
DUQUESNE UNIVERSITY,PENNSYLVANIA,2021,51,37,0,88,57.95454545,42.04545455,0,-2.045454545,2.045454545,0
DUQUESNE UNIVERSITY,PENNSYLVANIA,2022,49,40,0,89,55.05617978,44.94382022,0,-2.898365679,2.898365679,0
DUQUESNE UNIVERSITY,PENNSYLVANIA,2023,54,40,0,94,57.44680851,42.55319149,0,2.390628735,-2.390628735,0
ELON UNIVERSITY,NORTH CAROLINA,2017,48,32,0,80,60,40,0,NA,NA,NA
ELON UNIVERSITY,NORTH CAROLINA,2018,37,35,0,72,51.38888889,48.61111111,0,-8.611111111,8.611111111,0
ELON UNIVERSITY,NORTH CAROLINA,2019,31,34,0,65,47.69230769,52.30769231,0,-3.696581197,3.696581197,0
ELON UNIVERSITY,NORTH CAROLINA,2020,32,36,0,68,47.05882353,52.94117647,0,-0.633484163,0.633484163,0
ELON UNIVERSITY,NORTH CAROLINA,2021,27,32,0,59,45.76271186,54.23728814,0,-1.296111665,1.296111665,0
ELON UNIVERSITY,NORTH CAROLINA,2022,28,47,0,75,37.33333333,62.66666667,0,-8.429378531,8.429378531,0
ELON UNIVERSITY,NORTH CAROLINA,2023,24,40,0,64,37.5,62.5,0,0.166666667,-0.166666667,0
EMORY UNIVERSITY,GEORGIA,2017,117,76,13,206,56.7961165,36.89320388,6.310679612,NA,NA,NA
EMORY UNIVERSITY,GEORGIA,2018,113,80,9,202,55.94059406,39.6039604,4.455445545,-0.855522445,2.710756513,-1.855234067
EMORY UNIVERSITY,GEORGIA,2019,105,89,0,194,54.12371134,45.87628866,0,-1.816882719,6.272328264,-4.455445545
EMORY UNIVERSITY,GEORGIA,2020,117,116,0,233,50.21459227,49.78540773,0,-3.909119066,3.909119066,0
EMORY UNIVERSITY,GEORGIA,2021,103,100,0,203,50.73891626,49.26108374,0,0.524323981,-0.524323981,0
EMORY UNIVERSITY,GEORGIA,2022,98,95,0,193,50.77720207,49.22279793,0,0.038285816,-0.038285816,0
EMORY UNIVERSITY,GEORGIA,2023,106,92,0,198,53.53535354,46.46464646,0,2.758151463,-2.758151463,0
FAULKNER UNIVERSITY,ALABAMA,2017,31,20,0,51,60.78431373,39.21568627,0,NA,NA,NA
FAULKNER UNIVERSITY,ALABAMA,2018,23,10,0,33,69.6969697,30.3030303,0,8.912655971,-8.912655971,0
FAULKNER UNIVERSITY,ALABAMA,2019,20,10,0,30,66.66666667,33.33333333,0,-3.03030303,3.03030303,0
FAULKNER UNIVERSITY,ALABAMA,2020,20,11,0,31,64.51612903,35.48387097,0,-2.150537634,2.150537634,0
FAULKNER UNIVERSITY,ALABAMA,2021,21,10,0,31,67.74193548,32.25806452,0,3.225806452,-3.225806452,0
FAULKNER UNIVERSITY,ALABAMA,2022,22,8,0,30,73.33333333,26.66666667,0,5.591397849,-5.591397849,0
FAULKNER UNIVERSITY,ALABAMA,2023,24,10,0,34,70.58823529,29.41176471,0,-2.745098039,2.745098039,0
FLORIDA A&M UNIVERSITY,FLORIDA,2017,30,34,0,64,46.875,53.125,0,NA,NA,NA
FLORIDA A&M UNIVERSITY,FLORIDA,2018,32,40,0,72,44.44444444,55.55555556,0,-2.430555556,2.430555556,0
FLORIDA A&M UNIVERSITY,FLORIDA,2019,30,35,0,65,46.15384615,53.84615385,0,1.709401709,-1.709401709,0
FLORIDA A&M UNIVERSITY,FLORIDA,2020,29,32,0,61,47.54098361,52.45901639,0,1.387137453,-1.387137453,0
FLORIDA A&M UNIVERSITY,FLORIDA,2021,30,26,0,56,53.57142857,46.42857143,0,6.030444965,-6.030444965,0
FLORIDA A&M UNIVERSITY,FLORIDA,2022,31,24,0,55,56.36363636,43.63636364,0,2.792207792,-2.792207792,0
FLORIDA A&M UNIVERSITY,FLORIDA,2023,26,25,0,51,50.98039216,49.01960784,0,-5.383244207,5.383244207,0
FLORIDA INTERNATIONAL UNIVERSITY,FLORIDA,2017,56,32,0,88,63.63636364,36.36363636,0,NA,NA,NA
FLORIDA INTERNATIONAL UNIVERSITY,FLORIDA,2018,59,30,0,89,66.29213483,33.70786517,0,2.655771195,-2.655771195,0
FLORIDA INTERNATIONAL UNIVERSITY,FLORIDA,2019,63,38,0,101,62.37623762,37.62376238,0,-3.915897208,3.915897208,0
FLORIDA INTERNATIONAL UNIVERSITY,FLORIDA,2020,48,36,0,84,57.14285714,42.85714286,0,-5.233380481,5.233380481,0
FLORIDA INTERNATIONAL UNIVERSITY,FLORIDA,2021,51,37,0,88,57.95454545,42.04545455,0,0.811688312,-0.811688312,0
FLORIDA INTERNATIONAL UNIVERSITY,FLORIDA,2022,55,40,0,95,57.89473684,42.10526316,0,-0.059808612,0.059808612,0
FLORIDA INTERNATIONAL UNIVERSITY,FLORIDA,2023,60,42,0,103,58.25242718,40.77669903,0,0.357690342,-1.328564129,0
FLORIDA STATE UNIVERSITY,FLORIDA,2017,88,55,0,143,61.53846154,38.46153846,0,NA,NA,NA
FLORIDA STATE UNIVERSITY,FLORIDA,2018,74,41,0,115,64.34782609,35.65217391,0,2.809364548,-2.809364548,0
FLORIDA STATE UNIVERSITY,FLORIDA,2019,67,41,0,108,62.03703704,37.96296296,0,-2.31078905,2.31078905,0
FLORIDA STATE UNIVERSITY,FLORIDA,2020,62,37,0,99,62.62626263,37.37373737,0,0.589225589,-0.589225589,0
FLORIDA STATE UNIVERSITY,FLORIDA,2021,75,38,0,113,66.37168142,33.62831858,0,3.74541879,-3.74541879,0
FLORIDA STATE UNIVERSITY,FLORIDA,2022,75,33,0,108,69.44444444,30.55555556,0,3.072763029,-3.072763029,0
FLORIDA STATE UNIVERSITY,FLORIDA,2023,76,48,0,124,61.29032258,38.70967742,0,-8.154121864,8.154121864,0
"FLORIDA, UNIVERSITY OF",FLORIDA,2017,115,90,0,205,56.09756098,43.90243902,0,NA,NA,NA
"FLORIDA, UNIVERSITY OF",FLORIDA,2018,190,129,0,319,59.56112853,40.43887147,0,3.463567551,-3.463567551,0
"FLORIDA, UNIVERSITY OF",FLORIDA,2019,229,156,0,385,59.48051948,40.51948052,0,-0.080609046,0.080609046,0
"FLORIDA, UNIVERSITY OF",FLORIDA,2020,141,82,0,223,63.22869955,36.77130045,0,3.748180071,-3.748180071,0
"FLORIDA, UNIVERSITY OF",FLORIDA,2021,143,107,0,250,57.2,42.8,0,-6.028699552,6.028699552,0
"FLORIDA, UNIVERSITY OF",FLORIDA,2022,187,156,0,343,54.51895044,45.48104956,0,-2.681049563,2.681049563,0
"FLORIDA, UNIVERSITY OF",FLORIDA,2023,160,99,0,259,61.77606178,38.22393822,0,7.257111339,-7.257111339,0
FORDHAM UNIVERSITY,NEW YORK,2017,266,195,0,461,57.70065076,42.29934924,0,NA,NA,NA
FORDHAM UNIVERSITY,NEW YORK,2018,220,138,0,358,61.45251397,38.54748603,0,3.751863207,-3.751863207,0
FORDHAM UNIVERSITY,NEW YORK,2019,239,162,0,401,59.60099751,40.39900249,0,-1.85151646,1.85151646,0
FORDHAM UNIVERSITY,NEW YORK,2020,221,163,0,384,57.55208333,42.44791667,0,-2.048914173,2.048914173,0
FORDHAM UNIVERSITY,NEW YORK,2021,226,153,0,379,59.63060686,40.36939314,0,2.078523527,-2.078523527,0
FORDHAM UNIVERSITY,NEW YORK,2022,218,163,0,381,57.21784777,42.78215223,0,-2.412759091,2.412759091,0
FORDHAM UNIVERSITY,NEW YORK,2023,238,185,0,423,56.26477541,43.73522459,0,-0.953072355,0.953072355,0
GEORGE MASON UNIVERSITY,VIRGINIA,2017,151,50,0,201,75.12437811,24.87562189,0,NA,NA,NA
GEORGE MASON UNIVERSITY,VIRGINIA,2018,148,64,0,212,69.81132075,30.18867925,0,-5.313057355,5.313057355,0
GEORGE MASON UNIVERSITY,VIRGINIA,2019,149,64,0,213,69.95305164,30.04694836,0,0.141730888,-0.141730888,0
GEORGE MASON UNIVERSITY,VIRGINIA,2020,158,75,0,233,67.8111588,32.1888412,0,-2.141892845,2.141892845,0
GEORGE MASON UNIVERSITY,VIRGINIA,2021,157,78,0,235,66.80851064,33.19148936,0,-1.00264816,1.00264816,0
GEORGE MASON UNIVERSITY,VIRGINIA,2022,170,110,1,281,60.49822064,39.14590747,0.355871886,-6.310289998,5.954418112,0.355871886
GEORGE MASON UNIVERSITY,VIRGINIA,2023,170,109,1,280,60.71428571,38.92857143,0.357142857,0.216065074,-0.217336045,0.001270971
