School.List,State,Year,ST.Total.White,ST.Total.Bipoc,ST.Total,percent_bipoc,percent_white,year_change
COLUMBIA UNIVERSITY,NEW YORK,2017,214,126,340,37.05882353,62.94117647,NA
COLUMBIA UNIVERSITY,NEW YORK,2018,217,145,362,40.05524862,59.94475138,2.9964
COLUMBIA UNIVERSITY,NEW YORK,2019,174,125,299,41.80602007,58.19397993,1.7508
COLUMBIA UNIVERSITY,NEW YORK,2020,202,133,335,39.70149254,60.29850746,-2.1045
COLUMBIA UNIVERSITY,NEW YORK,2021,252,152,404,37.62376238,62.37623762,-2.0777
COLUMBIA UNIVERSITY,NEW YORK,2022,177,148,325,45.53846154,54.46153846,7.9147
COLUMBIA UNIVERSITY,NEW YORK,2023,178,152,330,46.06060606,53.93939394,0.5221
"CONNECTICUT, UNIVERSITY OF",CONNECTICUT,2017,127,34,161,21.11801242,78.88198758,NA
"CONNECTICUT, UNIVERSITY OF",CONNECTICUT,2018,97,33,130,25.38461538,74.61538462,4.2666
"CONNECTICUT, UNIVERSITY OF",CONNECTICUT,2019,119,30,149,20.13422819,79.86577181,-5.2504
"CONNECTICUT, UNIVERSITY OF",CONNECTICUT,2020,113,41,154,26.62337662,73.37662338,6.4891
"CONNECTICUT, UNIVERSITY OF",CONNECTICUT,2021,108,39,147,26.53061224,73.46938776,-0.0928
"CONNECTICUT, UNIVERSITY OF",CONNECTICUT,2022,101,37,138,26.8115942,73.1884058,0.281
"CONNECTICUT, UNIVERSITY OF",CONNECTICUT,2023,96,45,141,31.91489362,68.08510638,5.1033
COOLEY LAW SCHOOL,NA,2017,277,288,565,50.97345133,49.02654867,NA
COOLEY LAW SCHOOL,NA,2018,341,349,690,50.57971014,49.42028986,-0.3937
COOLEY LAW SCHOOL,NA,2019,268,228,496,45.96774194,54.03225806,-4.612
COOLEY LAW SCHOOL,NA,2020,169,111,280,39.64285714,60.35714286,-6.3249
COOLEY LAW SCHOOL,NA,2021,160,97,257,37.74319066,62.25680934,-1.8997
COOLEY LAW SCHOOL,NA,2022,148,99,247,40.08097166,59.91902834,2.3378
COOLEY LAW SCHOOL,NA,2023,127,65,192,33.85416667,66.14583333,-6.2268
CORNELL UNIVERSITY,NEW YORK,2017,99,59,158,37.34177215,62.65822785,NA
CORNELL UNIVERSITY,NEW YORK,2018,92,80,172,46.51162791,53.48837209,9.1699
CORNELL UNIVERSITY,NEW YORK,2019,91,100,191,52.35602094,47.64397906,5.8444
CORNELL UNIVERSITY,NEW YORK,2020,77,76,153,49.67320261,50.32679739,-2.6828
CORNELL UNIVERSITY,NEW YORK,2021,100,63,163,38.65030675,61.34969325,-11.0229
CORNELL UNIVERSITY,NEW YORK,2022,83,75,158,47.46835443,52.53164557,8.818
CORNELL UNIVERSITY,NEW YORK,2023,90,59,149,39.59731544,60.40268456,-7.871
CREIGHTON UNIVERSITY,NEBRASKA,2017,79,25,104,24.03846154,75.96153846,NA
CREIGHTON UNIVERSITY,NEBRASKA,2018,89,21,110,19.09090909,80.90909091,-4.9476
CREIGHTON UNIVERSITY,NEBRASKA,2019,83,31,114,27.19298246,72.80701754,8.1021
CREIGHTON UNIVERSITY,NEBRASKA,2020,100,28,128,21.875,78.125,-5.318
CREIGHTON UNIVERSITY,NEBRASKA,2021,119,33,152,21.71052632,78.28947368,-0.1645
CREIGHTON UNIVERSITY,NEBRASKA,2022,92,31,123,25.20325203,74.79674797,3.4927
CREIGHTON UNIVERSITY,NEBRASKA,2023,91,43,134,32.08955224,67.91044776,6.8863
"DAYTON, UNIVERSITY OF",OHIO,2017,66,27,93,29.03225806,70.96774194,NA
"DAYTON, UNIVERSITY OF",OHIO,2018,64,37,101,36.63366337,63.36633663,7.6014
"DAYTON, UNIVERSITY OF",OHIO,2019,85,30,115,26.08695652,73.91304348,-10.5467
"DAYTON, UNIVERSITY OF",OHIO,2020,120,41,161,25.46583851,74.53416149,-0.6211
"DAYTON, UNIVERSITY OF",OHIO,2021,83,44,127,34.64566929,65.35433071,9.1798
"DAYTON, UNIVERSITY OF",OHIO,2022,81,39,120,32.5,67.5,-2.1457
"DAYTON, UNIVERSITY OF",OHIO,2023,95,38,133,28.57142857,71.42857143,-3.9286
"DENVER, UNIVERSITY OF",COLORADO,2017,234,76,310,24.51612903,75.48387097,NA
"DENVER, UNIVERSITY OF",COLORADO,2018,178,55,233,23.60515021,76.39484979,-0.911
"DENVER, UNIVERSITY OF",COLORADO,2019,211,50,261,19.15708812,80.84291188,-4.4481
"DENVER, UNIVERSITY OF",COLORADO,2020,184,73,257,28.40466926,71.59533074,9.2476
"DENVER, UNIVERSITY OF",COLORADO,2021,189,52,241,21.57676349,78.42323651,-6.8279
"DENVER, UNIVERSITY OF",COLORADO,2022,191,83,274,30.2919708,69.7080292,8.7152
"DENVER, UNIVERSITY OF",COLORADO,2023,206,51,257,19.84435798,80.15564202,-10.4476
DEPAUL UNIVERSITY,ILLINOIS,2017,199,65,264,24.62121212,75.37878788,NA
DEPAUL UNIVERSITY,ILLINOIS,2018,141,80,221,36.19909502,63.80090498,11.5779
DEPAUL UNIVERSITY,ILLINOIS,2019,130,69,199,34.67336683,65.32663317,-1.5257
DEPAUL UNIVERSITY,ILLINOIS,2020,119,59,178,33.14606742,66.85393258,-1.5273
DEPAUL UNIVERSITY,ILLINOIS,2021,146,69,215,32.09302326,67.90697674,-1.053
DEPAUL UNIVERSITY,ILLINOIS,2022,123,65,188,34.57446809,65.42553191,2.4814
DEPAUL UNIVERSITY,ILLINOIS,2023,115,40,155,25.80645161,74.19354839,-8.768
"DETROIT MERCY, UNIVERSITY OF",MICHIGAN,2017,96,22,118,18.6440678,81.3559322,NA
"DETROIT MERCY, UNIVERSITY OF",MICHIGAN,2018,59,14,73,19.17808219,80.82191781,0.534
"DETROIT MERCY, UNIVERSITY OF",MICHIGAN,2019,85,32,117,27.35042735,72.64957265,8.1723
"DETROIT MERCY, UNIVERSITY OF",MICHIGAN,2020,75,34,109,31.19266055,68.80733945,3.8422
"DETROIT MERCY, UNIVERSITY OF",MICHIGAN,2021,109,37,146,25.34246575,74.65753425,-5.8502
"DETROIT MERCY, UNIVERSITY OF",MICHIGAN,2022,86,28,114,24.56140351,75.43859649,-0.7811
"DETROIT MERCY, UNIVERSITY OF",MICHIGAN,2023,31,18,49,36.73469388,63.26530612,12.1733
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,2017,28,82,110,74.54545455,25.45454545,NA
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,2018,15,45,60,75,25,0.4545
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,2019,20,57,77,74.02597403,25.97402597,-0.974
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,2020,17,54,71,76.05633803,23.94366197,2.0304
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,2021,22,54,76,71.05263158,28.94736842,-5.0037
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,2022,26,57,83,68.6746988,31.3253012,-2.3779
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,2023,28,58,86,67.44186047,32.55813953,-1.2328
DRAKE UNIVERSITY,IOWA,2017,85,18,103,17.47572816,82.52427184,NA
DRAKE UNIVERSITY,IOWA,2018,95,14,109,12.8440367,87.1559633,-4.6317
DRAKE UNIVERSITY,IOWA,2019,105,9,114,7.894736842,92.10526316,-4.9493
DRAKE UNIVERSITY,IOWA,2020,89,13,102,12.74509804,87.25490196,4.8504
DRAKE UNIVERSITY,IOWA,2021,110,12,122,9.836065574,90.16393443,-2.909
DRAKE UNIVERSITY,IOWA,2022,94,17,111,15.31531532,84.68468468,5.4792
DRAKE UNIVERSITY,IOWA,2023,104,11,115,9.565217391,90.43478261,-5.7501
DREXEL UNIVERSITY,PENNSYLVANIA,2017,118,24,142,16.90140845,83.09859155,NA
DREXEL UNIVERSITY,PENNSYLVANIA,2018,105,37,142,26.05633803,73.94366197,9.1549
DREXEL UNIVERSITY,PENNSYLVANIA,2019,124,31,155,20,80,-6.0563
DREXEL UNIVERSITY,PENNSYLVANIA,2020,119,43,162,26.54320988,73.45679012,6.5432
DREXEL UNIVERSITY,PENNSYLVANIA,2021,91,47,138,34.05797101,65.94202899,7.5148
DREXEL UNIVERSITY,PENNSYLVANIA,2022,77,55,132,41.66666667,58.33333333,7.6087
DREXEL UNIVERSITY,PENNSYLVANIA,2023,88,51,139,36.69064748,63.30935252,-4.976
DUKE UNIVERSITY,NORTH CAROLINA,2017,132,56,188,29.78723404,70.21276596,NA
DUKE UNIVERSITY,NORTH CAROLINA,2018,159,55,214,25.70093458,74.29906542,-4.0863
DUKE UNIVERSITY,NORTH CAROLINA,2019,132,66,198,33.33333333,66.66666667,7.6324
DUKE UNIVERSITY,NORTH CAROLINA,2020,155,65,220,29.54545455,70.45454545,-3.7879
DUKE UNIVERSITY,NORTH CAROLINA,2021,174,81,255,31.76470588,68.23529412,2.2193
DUKE UNIVERSITY,NORTH CAROLINA,2022,127,82,209,39.23444976,60.76555024,7.4697
DUKE UNIVERSITY,NORTH CAROLINA,2023,121,91,212,42.9245283,57.0754717,3.6901
DUQUESNE UNIVERSITY,PENNSYLVANIA,2017,148,14,162,8.641975309,91.35802469,NA
DUQUESNE UNIVERSITY,PENNSYLVANIA,2018,143,25,168,14.88095238,85.11904762,6.239
DUQUESNE UNIVERSITY,PENNSYLVANIA,2019,121,28,149,18.79194631,81.20805369,3.911
DUQUESNE UNIVERSITY,PENNSYLVANIA,2020,123,36,159,22.64150943,77.35849057,3.8496
DUQUESNE UNIVERSITY,PENNSYLVANIA,2021,133,19,152,12.5,87.5,-10.1415
DUQUESNE UNIVERSITY,PENNSYLVANIA,2022,138,26,164,15.85365854,84.14634146,3.3537
DUQUESNE UNIVERSITY,PENNSYLVANIA,2023,136,31,167,18.56287425,81.43712575,2.7092
ELON UNIVERSITY,NORTH CAROLINA,2017,101,31,132,23.48484848,76.51515152,NA
ELON UNIVERSITY,NORTH CAROLINA,2018,99,43,142,30.28169014,69.71830986,6.7968
ELON UNIVERSITY,NORTH CAROLINA,2019,95,45,140,32.14285714,67.85714286,1.8612
ELON UNIVERSITY,NORTH CAROLINA,2020,110,49,159,30.81761006,69.18238994,-1.3252
ELON UNIVERSITY,NORTH CAROLINA,2021,122,45,167,26.94610778,73.05389222,-3.8715
ELON UNIVERSITY,NORTH CAROLINA,2022,123,42,165,25.45454545,74.54545455,-1.4916
ELON UNIVERSITY,NORTH CAROLINA,2023,134,34,168,20.23809524,79.76190476,-5.2165
EMORY UNIVERSITY,GEORGIA,2017,144,60,204,29.41176471,70.58823529,NA
EMORY UNIVERSITY,GEORGIA,2018,155,87,242,35.95041322,64.04958678,6.5386
EMORY UNIVERSITY,GEORGIA,2019,122,77,199,38.69346734,61.30653266,2.7431
EMORY UNIVERSITY,GEORGIA,2020,170,59,229,25.76419214,74.23580786,-12.9293
EMORY UNIVERSITY,GEORGIA,2021,174,115,289,39.79238754,60.20761246,14.0282
EMORY UNIVERSITY,GEORGIA,2022,126,86,212,40.56603774,59.43396226,0.7737
EMORY UNIVERSITY,GEORGIA,2023,121,113,234,48.29059829,51.70940171,7.7246
FAULKNER UNIVERSITY,ALABAMA,2017,54,19,73,26.02739726,73.97260274,NA
FAULKNER UNIVERSITY,ALABAMA,2018,46,17,63,26.98412698,73.01587302,0.9567
FAULKNER UNIVERSITY,ALABAMA,2019,49,13,62,20.96774194,79.03225806,-6.0164
FAULKNER UNIVERSITY,ALABAMA,2020,49,14,63,22.22222222,77.77777778,1.2545
FAULKNER UNIVERSITY,ALABAMA,2021,98,37,135,27.40740741,72.59259259,5.1852
FAULKNER UNIVERSITY,ALABAMA,2022,110,33,143,23.07692308,76.92307692,-4.3305
FAULKNER UNIVERSITY,ALABAMA,2023,114,42,156,26.92307692,73.07692308,3.8462
FLORIDA A&M UNIVERSITY,FLORIDA,2017,78,173,251,68.92430279,31.07569721,NA
FLORIDA A&M UNIVERSITY,FLORIDA,2018,51,136,187,72.72727273,27.27272727,3.803
FLORIDA A&M UNIVERSITY,FLORIDA,2019,58,154,212,72.64150943,27.35849057,-0.0858
FLORIDA A&M UNIVERSITY,FLORIDA,2020,21,91,112,81.25,18.75,8.6085
FLORIDA A&M UNIVERSITY,FLORIDA,2021,31,98,129,75.96899225,24.03100775,-5.281
FLORIDA A&M UNIVERSITY,FLORIDA,2022,37,91,128,71.09375,28.90625,-4.8752
FLORIDA A&M UNIVERSITY,FLORIDA,2023,35,86,121,71.07438017,28.92561983,-0.0194
FLORIDA INTERNATIONAL UNIVERSITY,FLORIDA,2017,83,139,222,62.61261261,37.38738739,NA
FLORIDA INTERNATIONAL UNIVERSITY,FLORIDA,2018,59,94,153,61.4379085,38.5620915,-1.1747
FLORIDA INTERNATIONAL UNIVERSITY,FLORIDA,2019,48,98,146,67.12328767,32.87671233,5.6854
FLORIDA INTERNATIONAL UNIVERSITY,FLORIDA,2020,46,106,152,69.73684211,30.26315789,2.6136
FLORIDA INTERNATIONAL UNIVERSITY,FLORIDA,2021,61,102,163,62.57668712,37.42331288,-7.1602
FLORIDA INTERNATIONAL UNIVERSITY,FLORIDA,2022,39,85,124,68.5483871,31.4516129,5.9717
FLORIDA INTERNATIONAL UNIVERSITY,FLORIDA,2023,49,126,175,72,28,3.4516
FLORIDA STATE UNIVERSITY,FLORIDA,2017,121,56,177,31.63841808,68.36158192,NA
FLORIDA STATE UNIVERSITY,FLORIDA,2018,148,64,212,30.18867925,69.81132075,-1.4497
FLORIDA STATE UNIVERSITY,FLORIDA,2019,130,63,193,32.64248705,67.35751295,2.4538
FLORIDA STATE UNIVERSITY,FLORIDA,2020,112,53,165,32.12121212,67.87878788,-0.5213
FLORIDA STATE UNIVERSITY,FLORIDA,2021,91,63,154,40.90909091,59.09090909,8.7879
FLORIDA STATE UNIVERSITY,FLORIDA,2022,75,36,111,32.43243243,67.56756757,-8.4767
FLORIDA STATE UNIVERSITY,FLORIDA,2023,86,49,135,36.2962963,63.7037037,3.8639
"FLORIDA, UNIVERSITY OF",FLORIDA,2017,188,91,279,32.61648746,67.38351254,NA
"FLORIDA, UNIVERSITY OF",FLORIDA,2018,158,78,236,33.05084746,66.94915254,0.4344
"FLORIDA, UNIVERSITY OF",FLORIDA,2019,112,49,161,30.43478261,69.56521739,-2.6161
"FLORIDA, UNIVERSITY OF",FLORIDA,2020,134,65,199,32.66331658,67.33668342,2.2285
"FLORIDA, UNIVERSITY OF",FLORIDA,2021,157,70,227,30.83700441,69.16299559,-1.8263
"FLORIDA, UNIVERSITY OF",FLORIDA,2022,123,59,182,32.41758242,67.58241758,1.5806
"FLORIDA, UNIVERSITY OF",FLORIDA,2023,108,46,154,29.87012987,70.12987013,-2.5475
FORDHAM UNIVERSITY,NEW YORK,2017,284,131,415,31.56626506,68.43373494,NA
FORDHAM UNIVERSITY,NEW YORK,2018,254,125,379,32.98153034,67.01846966,1.4153
FORDHAM UNIVERSITY,NEW YORK,2019,256,127,383,33.15926893,66.84073107,0.1777
FORDHAM UNIVERSITY,NEW YORK,2020,237,141,378,37.3015873,62.6984127,4.1423
FORDHAM UNIVERSITY,NEW YORK,2021,276,143,419,34.12887828,65.87112172,-3.1727
FORDHAM UNIVERSITY,NEW YORK,2022,259,141,400,35.25,64.75,1.1211
FORDHAM UNIVERSITY,NEW YORK,2023,271,138,409,33.7408313,66.2591687,-1.5092
GEORGE MASON UNIVERSITY,VIRGINIA,2017,140,27,167,16.16766467,83.83233533,NA
GEORGE MASON UNIVERSITY,VIRGINIA,2018,125,33,158,20.88607595,79.11392405,4.7184
GEORGE MASON UNIVERSITY,VIRGINIA,2019,105,26,131,19.84732824,80.15267176,-1.0387
GEORGE MASON UNIVERSITY,VIRGINIA,2020,110,28,138,20.28985507,79.71014493,0.4425
GEORGE MASON UNIVERSITY,VIRGINIA,2021,195,55,250,22,78,1.7101
GEORGE MASON UNIVERSITY,VIRGINIA,2022,124,28,152,18.42105263,81.57894737,-3.5789
GEORGE MASON UNIVERSITY,VIRGINIA,2023,63,19,82,23.17073171,76.82926829,4.7497
GEORGE WASHINGTON UNIVERSITY,DISTRICT OF COLUMBIA,2017,265,116,381,30.44619423,69.55380577,NA
GEORGE WASHINGTON UNIVERSITY,DISTRICT OF COLUMBIA,2018,374,138,512,26.953125,73.046875,-3.4931
GEORGE WASHINGTON UNIVERSITY,DISTRICT OF COLUMBIA,2019,305,119,424,28.06603774,71.93396226,1.1129
GEORGE WASHINGTON UNIVERSITY,DISTRICT OF COLUMBIA,2020,328,144,472,30.50847458,69.49152542,2.4424
GEORGE WASHINGTON UNIVERSITY,DISTRICT OF COLUMBIA,2021,326,99,425,23.29411765,76.70588235,-7.2144
GEORGE WASHINGTON UNIVERSITY,DISTRICT OF COLUMBIA,2022,326,101,427,23.65339578,76.34660422,0.3593
GEORGE WASHINGTON UNIVERSITY,DISTRICT OF COLUMBIA,2023,281,173,454,38.10572687,61.89427313,14.4523
GEORGETOWN UNIVERSITY,DISTRICT OF COLUMBIA,2017,300,142,442,32.12669683,67.87330317,NA
GEORGETOWN UNIVERSITY,DISTRICT OF COLUMBIA,2018,317,132,449,29.3986637,70.6013363,-2.728
GEORGETOWN UNIVERSITY,DISTRICT OF COLUMBIA,2019,359,156,515,30.29126214,69.70873786,0.8926
GEORGETOWN UNIVERSITY,DISTRICT OF COLUMBIA,2020,383,168,551,30.49001815,69.50998185,0.1988
GEORGETOWN UNIVERSITY,DISTRICT OF COLUMBIA,2021,306,186,492,37.80487805,62.19512195,7.3149
GEORGETOWN UNIVERSITY,DISTRICT OF COLUMBIA,2022,371,168,539,31.16883117,68.83116883,-6.636
GEORGETOWN UNIVERSITY,DISTRICT OF COLUMBIA,2023,359,183,542,33.76383764,66.23616236,2.595
GEORGIA STATE UNIVERSITY,GEORGIA,2017,209,98,307,31.9218241,68.0781759,NA
GEORGIA STATE UNIVERSITY,GEORGIA,2018,165,85,250,34,66,2.0782
GEORGIA STATE UNIVERSITY,GEORGIA,2019,204,72,276,26.08695652,73.91304348,-7.913
GEORGIA STATE UNIVERSITY,GEORGIA,2020,132,77,209,36.84210526,63.15789474,10.7551
GEORGIA STATE UNIVERSITY,GEORGIA,2021,153,84,237,35.44303797,64.55696203,-1.3991
GEORGIA STATE UNIVERSITY,GEORGIA,2022,123,69,192,35.9375,64.0625,0.4945
GEORGIA STATE UNIVERSITY,GEORGIA,2023,127,85,212,40.09433962,59.90566038,4.1568
"GEORGIA, UNIVERSITY OF",GEORGIA,2017,145,38,183,20.76502732,79.23497268,NA
"GEORGIA, UNIVERSITY OF",GEORGIA,2018,156,38,194,19.58762887,80.41237113,-1.1774
"GEORGIA, UNIVERSITY OF",GEORGIA,2019,154,32,186,17.20430108,82.79569892,-2.3833
"GEORGIA, UNIVERSITY OF",GEORGIA,2020,133,38,171,22.22222222,77.77777778,5.0179
"GEORGIA, UNIVERSITY OF",GEORGIA,2021,151,42,193,21.76165803,78.23834197,-0.4606
"GEORGIA, UNIVERSITY OF",GEORGIA,2022,117,46,163,28.2208589,71.7791411,6.4592
"GEORGIA, UNIVERSITY OF",GEORGIA,2023,121,39,160,24.375,75.625,-3.8459
GOLDEN GATE UNIVERSITY,CALIFORNIA,2017,74,127,201,63.1840796,36.8159204,NA
GOLDEN GATE UNIVERSITY,CALIFORNIA,2018,88,139,227,61.23348018,38.76651982,-1.9506
GOLDEN GATE UNIVERSITY,CALIFORNIA,2019,40,74,114,64.9122807,35.0877193,3.6788
GOLDEN GATE UNIVERSITY,CALIFORNIA,2020,48,88,136,64.70588235,35.29411765,-0.2064
GOLDEN GATE UNIVERSITY,CALIFORNIA,2021,58,80,138,57.97101449,42.02898551,-6.7349
GOLDEN GATE UNIVERSITY,CALIFORNIA,2022,17,23,40,57.5,42.5,-0.471
GOLDEN GATE UNIVERSITY,CALIFORNIA,2023,9,13,22,59.09090909,40.90909091,1.5909
GONZAGA UNIVERSITY,WASHINGTON,2017,93,22,115,19.13043478,80.86956522,NA
GONZAGA UNIVERSITY,WASHINGTON,2018,115,19,134,14.17910448,85.82089552,-4.9513
GONZAGA UNIVERSITY,WASHINGTON,2019,109,22,131,16.79389313,83.20610687,2.6148
GONZAGA UNIVERSITY,WASHINGTON,2020,110,41,151,27.15231788,72.84768212,10.3584
GONZAGA UNIVERSITY,WASHINGTON,2021,138,52,190,27.36842105,72.63157895,0.2161
GONZAGA UNIVERSITY,WASHINGTON,2022,144,54,198,27.27272727,72.72727273,-0.0957
GONZAGA UNIVERSITY,WASHINGTON,2023,137,54,191,28.27225131,71.72774869,0.9995
HARVARD UNIVERSITY,MASSACHUSETTS,2017,279,178,457,38.94967177,61.05032823,NA
HARVARD UNIVERSITY,MASSACHUSETTS,2018,272,179,451,39.68957871,60.31042129,0.7399
HARVARD UNIVERSITY,MASSACHUSETTS,2019,283,189,472,40.04237288,59.95762712,0.3528
HARVARD UNIVERSITY,MASSACHUSETTS,2020,259,201,460,43.69565217,56.30434783,3.6533
HARVARD UNIVERSITY,MASSACHUSETTS,2021,252,244,496,49.19354839,50.80645161,5.4979
HARVARD UNIVERSITY,MASSACHUSETTS,2022,270,246,516,47.6744186,52.3255814,-1.5191
HARVARD UNIVERSITY,MASSACHUSETTS,2023,280,238,518,45.94594595,54.05405405,-1.7285
"HAWAII, UNIVERSITY OF",HAWAII,2017,36,74,110,67.27272727,32.72727273,NA
"HAWAII, UNIVERSITY OF",HAWAII,2018,38,81,119,68.06722689,31.93277311,0.7945
"HAWAII, UNIVERSITY OF",HAWAII,2019,25,72,97,74.22680412,25.77319588,6.1596
"HAWAII, UNIVERSITY OF",HAWAII,2020,22,79,101,78.21782178,21.78217822,3.991
"HAWAII, UNIVERSITY OF",HAWAII,2021,21,77,98,78.57142857,21.42857143,0.3536
"HAWAII, UNIVERSITY OF",HAWAII,2022,19,67,86,77.90697674,22.09302326,-0.6645
"HAWAII, UNIVERSITY OF",HAWAII,2023,27,64,91,70.32967033,29.67032967,-7.5773
HOFSTRA UNIVERSITY,NEW YORK,2017,141,56,197,28.42639594,71.57360406,NA
HOFSTRA UNIVERSITY,NEW YORK,2018,183,69,252,27.38095238,72.61904762,-1.0454
HOFSTRA UNIVERSITY,NEW YORK,2019,179,76,255,29.80392157,70.19607843,2.423
HOFSTRA UNIVERSITY,NEW YORK,2020,184,61,245,24.89795918,75.10204082,-4.906
HOFSTRA UNIVERSITY,NEW YORK,2021,186,60,246,24.3902439,75.6097561,-0.5077
HOFSTRA UNIVERSITY,NEW YORK,2022,172,83,255,32.54901961,67.45098039,8.1588
HOFSTRA UNIVERSITY,NEW YORK,2023,184,74,258,28.68217054,71.31782946,-3.8668
"HOUSTON, UNIVERSITY OF",TEXAS,2017,134,84,218,38.53211009,61.46788991,NA
"HOUSTON, UNIVERSITY OF",TEXAS,2018,118,79,197,40.10152284,59.89847716,1.5694
"HOUSTON, UNIVERSITY OF",TEXAS,2019,131,75,206,36.40776699,63.59223301,-3.6938
"HOUSTON, UNIVERSITY OF",TEXAS,2020,149,80,229,34.93449782,65.06550218,-1.4733
"HOUSTON, UNIVERSITY OF",TEXAS,2021,143,96,239,40.16736402,59.83263598,5.2329
"HOUSTON, UNIVERSITY OF",TEXAS,2022,125,117,242,48.34710744,51.65289256,8.1797
"HOUSTON, UNIVERSITY OF",TEXAS,2023,137,128,265,48.30188679,51.69811321,-0.0452
HOWARD UNIVERSITY,DISTRICT OF COLUMBIA,2017,1,138,139,99.28057554,0.71942446,NA
HOWARD UNIVERSITY,DISTRICT OF COLUMBIA,2018,2,151,153,98.69281046,1.307189542,-0.5878
HOWARD UNIVERSITY,DISTRICT OF COLUMBIA,2019,0,156,156,100,0,1.3072
HOWARD UNIVERSITY,DISTRICT OF COLUMBIA,2020,6,143,149,95.97315436,4.026845638,-4.0268
HOWARD UNIVERSITY,DISTRICT OF COLUMBIA,2021,0,163,163,100,0,4.0268
HOWARD UNIVERSITY,DISTRICT OF COLUMBIA,2022,1,158,159,99.37106918,0.628930818,-0.6289
HOWARD UNIVERSITY,DISTRICT OF COLUMBIA,2023,0,181,181,100,0,0.6289
"IDAHO, UNIVERSITY OF",IDAHO,2017,88,19,107,17.75700935,82.24299065,NA
"IDAHO, UNIVERSITY OF",IDAHO,2018,83,31,114,27.19298246,72.80701754,9.436
"IDAHO, UNIVERSITY OF",IDAHO,2019,96,30,126,23.80952381,76.19047619,-3.3835
"IDAHO, UNIVERSITY OF",IDAHO,2020,102,23,125,18.4,81.6,-5.4095
"IDAHO, UNIVERSITY OF",IDAHO,2021,98,28,126,22.22222222,77.77777778,3.8222
"IDAHO, UNIVERSITY OF",IDAHO,2022,100,42,142,29.57746479,70.42253521,7.3552
"IDAHO, UNIVERSITY OF",IDAHO,2023,108,50,158,31.64556962,68.35443038,2.0681
"ILLINOIS, UNIVERSITY OF",ILLINOIS,2017,92,39,131,29.77099237,70.22900763,NA
"ILLINOIS, UNIVERSITY OF",ILLINOIS,2018,74,42,116,36.20689655,63.79310345,6.4359
"ILLINOIS, UNIVERSITY OF",ILLINOIS,2019,81,21,102,20.58823529,79.41176471,-15.6187
"ILLINOIS, UNIVERSITY OF",ILLINOIS,2020,83,56,139,40.28776978,59.71223022,19.6995
"ILLINOIS, UNIVERSITY OF",ILLINOIS,2021,104,63,167,37.7245509,62.2754491,-2.5632
"ILLINOIS, UNIVERSITY OF",ILLINOIS,2022,79,43,122,35.24590164,64.75409836,-2.4786
"ILLINOIS, UNIVERSITY OF",ILLINOIS,2023,88,41,129,31.78294574,68.21705426,-3.463
INDIANA UNIVERSITY - BLOOMINGTON,INDIANA,2017,114,24,138,17.39130435,82.60869565,NA
INDIANA UNIVERSITY - BLOOMINGTON,INDIANA,2018,118,34,152,22.36842105,77.63157895,4.9771
INDIANA UNIVERSITY - BLOOMINGTON,INDIANA,2019,128,28,156,17.94871795,82.05128205,-4.4197
INDIANA UNIVERSITY - BLOOMINGTON,INDIANA,2020,139,33,172,19.18604651,80.81395349,1.2373
INDIANA UNIVERSITY - BLOOMINGTON,INDIANA,2021,140,39,179,21.7877095,78.2122905,2.6017
INDIANA UNIVERSITY - BLOOMINGTON,INDIANA,2022,98,35,133,26.31578947,73.68421053,4.5281
INDIANA UNIVERSITY - BLOOMINGTON,INDIANA,2023,102,44,146,30.1369863,69.8630137,3.8212
INDIANA UNIVERSITY - INDIANAPOLIS,INDIANA,2017,246,49,295,16.61016949,83.38983051,NA
INDIANA UNIVERSITY - INDIANAPOLIS,INDIANA,2018,198,47,245,19.18367347,80.81632653,2.5735
INDIANA UNIVERSITY - INDIANAPOLIS,INDIANA,2019,212,48,260,18.46153846,81.53846154,-0.7221
INDIANA UNIVERSITY - INDIANAPOLIS,INDIANA,2020,242,45,287,15.67944251,84.32055749,-2.7821
INDIANA UNIVERSITY - INDIANAPOLIS,INDIANA,2021,222,52,274,18.97810219,81.02189781,3.2987
INDIANA UNIVERSITY - INDIANAPOLIS,INDIANA,2022,208,56,264,21.21212121,78.78787879,2.234
INDIANA UNIVERSITY - INDIANAPOLIS,INDIANA,2023,224,64,288,22.22222222,77.77777778,1.0101
INTER AMERICAN UNIVERSITY OF PUERTO RICO,PUERTO RICO,2017,3,295,298,98.99328859,1.006711409,NA
INTER AMERICAN UNIVERSITY OF PUERTO RICO,PUERTO RICO,2018,2,187,189,98.94179894,1.058201058,-0.0515
INTER AMERICAN UNIVERSITY OF PUERTO RICO,PUERTO RICO,2019,2,146,148,98.64864865,1.351351351,-0.2932
INTER AMERICAN UNIVERSITY OF PUERTO RICO,PUERTO RICO,2020,2,148,150,98.66666667,1.333333333,0.018
INTER AMERICAN UNIVERSITY OF PUERTO RICO,PUERTO RICO,2021,0,147,147,100,0,1.3333
